Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Start_Date,Tenure_Months,Outstanding_Amount,Status,Credit_Risk
L005580,C12491,Home,153600.0,11.64,2025-12-13,36,145725.01,Active,Medium
L005581,C06403,Business,256900.0,10.37,2022-08-06,84,80858.24,Active,Medium
L005582,C08448,Personal,91000.0,12.1,2023-11-08,180,20283.44,Closed,Low
L005583,C11591,Auto,128200.0,13.37,2025-06-18,36,46199.5,Active,High
L005584,C14683,Auto,165300.0,6.9,2025-09-30,84,107012.01,Active,Medium
L005585,C12160,Personal,525900.0,12.62,2025-06-13,36,159241.81,Closed,Low
L005586,C13684,Home,831600.0,10.67,2024-09-15,36,78070.82,Active,Low
L005587,C03038,Auto,220300.0,13.04,2022-01-13,180,130895.36,Active,Medium
L005588,C04200,Personal,77400.0,13.07,2022-10-11,36,17856.73,Active,Low
L005589,C03709,Home,104700.0,7.46,2022-03-07,120,68760.67,Active,Medium
L005590,C02733,Home,121600.0,8.11,2022-08-25,84,25694.58,Overdue,Low
L005591,C13812,Personal,419400.0,15.87,2025-09-12,48,181312.87,Active,Medium
L005592,C02500,Education,50000.0,8.29,2025-05-12,180,28712.78,Active,Medium
L005593,C02210,Home,292200.0,7.98,2023-06-24,12,27584.25,Active,Medium
L005594,C08411,Auto,122000.0,15.38,2022-10-06,24,23201.67,Active,Low
L005595,C06059,Auto,296700.0,10.48,2023-01-28,12,124971.68,Active,Low
L005596,C13414,Auto,156800.0,9.66,2023-07-07,12,23572.37,Active,Medium
L005597,C07058,Personal,119800.0,7.14,2022-03-22,240,80828.45,Active,Low
L005598,C13769,Personal,343000.0,12.85,2023-04-25,36,306469.01,Closed,Low
L005599,C10451,Home,431000.0,15.0,2022-01-11,36,162879.44,Overdue,Medium
L005600,C02262,Personal,376300.0,15.09,2024-07-29,36,127478.01,Closed,Medium
L005601,C12657,Auto,379600.0,13.45,2024-10-08,24,71428.83,Closed,Low
L005602,C05441,Auto,60100.0,13.33,2024-12-25,60,27633.21,Active,Low
L005603,C06421,Education,174700.0,9.21,2024-08-11,36,87536.96,Closed,Low
L005604,C04068,Personal,152200.0,11.18,2025-02-19,36,103581.2,Active,Low
L005605,C12544,Business,1105300.0,11.78,2025-12-13,12,1023684.89,Defaulted,Low
L005606,C06177,Home,101400.0,11.72,2025-03-15,12,33558.42,Active,Low
L005607,C10220,Auto,57200.0,14.3,2024-05-31,12,10324.69,Overdue,Low
L005608,C13350,Personal,100500.0,11.4,2022-09-07,240,38716.93,Active,Low
L005609,C14391,Personal,194300.0,10.38,2025-11-14,24,66358.48,Active,Low
L005610,C13000,Personal,735100.0,8.9,2025-10-30,48,694264.03,Active,Medium
L005611,C06157,Business,572600.0,6.63,2025-07-31,60,476876.48,Active,Medium
L005612,C08706,Education,90700.0,11.05,2024-10-26,12,72689.6,Active,Medium
L005613,C06417,Home,87500.0,10.1,2024-12-12,180,4455.54,Active,Medium
L005614,C00140,Personal,151600.0,13.48,2025-08-10,36,27362.22,Active,High
L005615,C02228,Auto,188500.0,13.41,2023-03-21,120,25741.29,Active,Medium
L005616,C00743,Business,308500.0,10.69,2025-08-18,120,198598.08,Active,Medium
L005617,C04832,Education,77200.0,8.35,2025-12-27,120,48864.24,Closed,Low
L005618,C07753,Personal,50000.0,9.2,2023-04-09,84,3211.59,Active,Medium
L005619,C12881,Home,110700.0,8.84,2023-05-13,24,25287.25,Active,Low
L005620,C05365,Personal,415900.0,9.52,2025-10-08,180,369743.93,Active,Low
L005621,C05860,Home,159500.0,13.17,2024-06-20,120,135564.7,Active,Low
L005622,C07898,Home,317600.0,15.14,2025-08-08,36,242116.31,Active,Low
L005623,C13688,Education,152000.0,7.92,2025-12-13,84,138743.88,Overdue,Medium
L005624,C05536,Personal,136500.0,8.35,2024-02-28,84,47556.82,Active,Medium
L005625,C01878,Auto,205400.0,15.31,2023-03-26,48,26103.41,Active,Medium
L005626,C05725,Auto,238700.0,8.0,2022-09-26,60,117918.59,Closed,Low
L005627,C08384,Personal,107400.0,11.13,2023-06-02,36,83686.09,Active,Low
L005628,C09356,Auto,259900.0,15.74,2023-09-05,48,199310.78,Active,Low
L005629,C03604,Personal,50000.0,11.86,2025-09-10,48,18622.34,Active,Low
L005630,C08204,Home,296200.0,16.24,2024-12-10,60,269617.12,Active,Low
L005631,C07982,Personal,160800.0,11.87,2022-05-23,12,85267.97,Closed,Medium
L005632,C03958,Home,174600.0,7.36,2025-04-02,12,143068.79,Active,High
L005633,C14140,Personal,574000.0,6.75,2025-12-12,84,321369.33,Active,Low
L005634,C02935,Auto,194800.0,7.33,2024-08-03,84,48980.95,Active,High
L005635,C10348,Auto,73500.0,16.41,2025-09-04,84,14640.6,Active,Medium
L005636,C02223,Home,158000.0,7.45,2025-09-22,180,89995.2,Active,Low
L005637,C04170,Auto,76800.0,16.32,2023-09-06,240,39742.23,Active,Low
L005638,C06617,Business,129400.0,6.86,2022-12-15,60,71848.65,Active,Low
L005639,C03274,Business,50000.0,8.13,2022-11-03,12,25604.25,Active,Medium
L005640,C10168,Auto,245900.0,6.62,2024-03-17,24,48950.62,Active,Medium
L005641,C00049,Home,124200.0,7.83,2023-07-30,48,65319.0,Closed,Medium
L005642,C05773,Personal,72000.0,13.65,2025-08-26,240,32689.45,Active,Low
L005643,C05181,Home,183900.0,6.84,2023-05-28,120,38042.31,Active,Low
L005644,C01214,Home,145100.0,13.25,2025-07-12,84,19097.3,Active,Low
L005645,C01644,Personal,295800.0,6.57,2022-10-14,48,82026.68,Active,Low
L005646,C14595,Personal,552500.0,9.31,2023-07-30,60,152893.24,Active,High
L005647,C14215,Auto,120900.0,7.27,2025-07-05,24,91360.46,Active,Low
L005648,C08039,Home,145200.0,9.33,2023-11-18,48,73896.26,Active,Low
L005649,C02312,Auto,117900.0,9.85,2022-02-21,36,33268.38,Active,Low
L005650,C12829,Personal,299100.0,8.47,2022-09-26,120,89881.99,Closed,Medium
L005651,C10576,Personal,112500.0,11.22,2023-03-02,12,55935.41,Active,Low
L005652,C11972,Auto,50000.0,8.54,2025-08-14,240,37996.11,Active,Medium
L005653,C03738,Business,277600.0,12.77,2022-11-30,48,163251.09,Active,Medium
L005654,C12916,Auto,498300.0,9.65,2024-03-10,48,152852.29,Closed,Medium
L005655,C13307,Personal,459000.0,7.71,2024-11-16,48,166344.62,Active,High
L005656,C02394,Personal,86800.0,8.13,2022-07-15,36,43970.88,Active,Low
L005657,C03148,Education,260400.0,8.78,2023-11-08,60,165570.76,Overdue,Low
L005658,C04752,Personal,221700.0,14.74,2022-10-24,240,100701.05,Active,Low
L005659,C04564,Personal,176700.0,9.96,2024-04-04,24,82713.56,Active,High
L005660,C01513,Personal,334800.0,14.63,2024-11-14,180,83781.11,Active,Low
L005661,C06052,Home,50000.0,16.23,2022-11-23,180,12370.75,Defaulted,Medium
L005662,C00475,Home,184400.0,15.24,2024-02-13,36,153066.97,Active,Medium
L005663,C01216,Personal,262600.0,15.24,2025-12-09,84,113151.39,Active,High
L005664,C04385,Business,159600.0,7.6,2025-03-11,84,36593.71,Active,High
L005665,C12599,Education,159300.0,15.56,2025-12-12,84,129335.75,Active,Low
L005666,C03285,Education,124400.0,6.58,2025-11-11,240,46700.77,Active,Medium
L005667,C06386,Home,201200.0,7.62,2023-02-03,60,62738.1,Active,Medium
L005668,C00893,Education,138700.0,12.32,2024-06-26,180,93939.19,Overdue,Medium
L005669,C01255,Home,127300.0,11.42,2022-10-03,84,43135.81,Active,Low
L005670,C04911,Home,108300.0,12.0,2023-06-19,84,54705.54,Active,Low
L005671,C11464,Personal,84700.0,13.52,2022-03-18,240,40194.84,Active,High
L005672,C09775,Business,178100.0,13.37,2025-05-14,12,44315.79,Active,Low
L005673,C02635,Home,437900.0,10.58,2023-12-24,24,189160.1,Active,Medium
L005674,C14395,Business,110000.0,13.88,2025-03-21,120,41254.16,Active,Low
L005675,C07097,Education,115300.0,11.75,2022-03-06,48,98531.04,Active,High
L005676,C13115,Education,143300.0,14.86,2025-04-08,48,24328.72,Active,Low
L005677,C06509,Personal,103200.0,11.35,2025-07-27,48,21040.53,Active,Low
L005678,C09509,Personal,167500.0,8.43,2022-10-28,180,104083.44,Active,Low
L005679,C08203,Personal,672500.0,14.24,2025-12-16,240,419813.63,Active,Low
L005680,C08781,Education,161600.0,8.89,2024-02-07,180,117434.03,Closed,Low
L005681,C06367,Business,72000.0,14.38,2025-04-23,24,57356.42,Overdue,Low
L005682,C06631,Personal,183000.0,6.77,2024-06-01,36,14251.64,Active,Medium
L005683,C01187,Personal,395000.0,8.62,2023-04-07,60,296088.13,Overdue,Low
L005684,C10805,Personal,198500.0,15.22,2025-04-21,12,106183.74,Active,Low
L005685,C02899,Business,122400.0,9.2,2024-12-30,120,57675.46,Active,Medium
L005686,C02368,Home,62100.0,13.7,2023-08-17,24,39171.08,Active,Medium
L005687,C07503,Personal,172700.0,15.12,2025-07-13,180,113193.77,Closed,Low
L005688,C08200,Home,265500.0,9.78,2022-11-24,180,40506.59,Closed,Medium
L005689,C01051,Personal,412100.0,14.93,2024-05-22,120,126956.39,Active,Low
L005690,C11393,Business,182400.0,10.21,2024-10-13,48,95026.63,Active,Low
L005691,C04227,Business,78300.0,12.04,2025-05-11,24,57773.65,Active,High
L005692,C08493,Personal,761400.0,9.41,2023-09-11,180,243802.86,Active,Medium
L005693,C02365,Business,412900.0,9.87,2024-12-11,60,42434.46,Overdue,High
L005694,C12674,Personal,138700.0,15.17,2024-02-03,180,34190.1,Active,Low
L005695,C02925,Home,64100.0,8.35,2023-03-27,60,26795.36,Overdue,Medium
L005696,C06923,Home,111800.0,7.75,2023-09-09,48,74225.1,Active,Low
L005697,C09572,Home,280500.0,9.23,2024-08-07,48,39541.48,Overdue,Medium
L005698,C13648,Personal,193800.0,15.82,2024-08-12,240,171570.65,Closed,Low
L005699,C00249,Auto,93800.0,10.46,2025-03-23,120,30623.78,Active,Medium
L005700,C02493,Auto,130400.0,14.13,2025-08-25,24,41228.14,Active,Low
L005701,C02061,Education,413000.0,8.87,2024-03-28,36,27832.91,Active,Medium
L005702,C10139,Home,184100.0,15.69,2024-04-15,36,55804.64,Active,Medium
L005703,C03492,Personal,50000.0,13.06,2024-02-08,12,20972.71,Closed,Low
L005704,C01925,Personal,271100.0,12.64,2025-08-23,24,83996.35,Closed,Low
L005705,C08611,Auto,231300.0,11.68,2025-05-21,240,34046.72,Active,Low
L005706,C14000,Home,205600.0,8.96,2025-02-21,60,56314.82,Active,Low
L005707,C12506,Home,257600.0,15.91,2023-12-04,36,90105.18,Active,Medium
L005708,C07839,Home,211800.0,6.53,2023-03-22,36,90271.69,Closed,Low
L005709,C12119,Home,355700.0,6.88,2022-04-16,120,88818.31,Overdue,Low
L005710,C02399,Home,236700.0,14.95,2022-05-24,84,126161.91,Closed,Medium
L005711,C07950,Business,130700.0,14.65,2023-12-26,12,88587.14,Active,High
L005712,C12427,Home,139600.0,12.92,2024-12-10,12,88864.13,Closed,Medium
L005713,C11422,Auto,136400.0,12.02,2022-04-05,24,119095.37,Active,Low
L005714,C14215,Business,77200.0,6.94,2024-08-13,180,51058.02,Active,Low
L005715,C06807,Education,319000.0,10.85,2023-03-28,180,274012.48,Active,High
L005716,C03889,Home,258200.0,11.31,2022-09-29,48,71466.66,Closed,Medium
L005717,C05589,Auto,326500.0,10.68,2022-09-26,48,279786.78,Active,Low
L005718,C03706,Personal,151500.0,9.33,2024-01-19,240,80398.92,Active,Medium
L005719,C02794,Auto,341100.0,6.99,2022-02-23,36,187159.0,Active,Low
L005720,C12052,Education,139500.0,14.6,2024-01-19,24,130602.28,Active,Medium
L005721,C11734,Personal,180200.0,6.95,2023-09-06,48,105922.89,Active,Low
L005722,C14579,Business,368800.0,12.39,2024-01-13,180,98434.33,Active,Low
L005723,C12018,Auto,424800.0,9.25,2024-07-02,24,333202.13,Closed,Medium
L005724,C12172,Auto,271800.0,16.15,2023-07-19,180,174244.31,Closed,Low
L005725,C03467,Auto,242500.0,15.77,2023-02-01,48,147544.66,Active,Low
L005726,C14522,Personal,50000.0,14.89,2023-12-20,24,3888.44,Overdue,Medium
L005727,C14096,Home,79200.0,13.13,2022-04-10,240,27389.68,Defaulted,Medium
L005728,C13686,Personal,80000.0,7.93,2022-09-27,36,56299.24,Active,Low
L005729,C05240,Auto,103300.0,10.11,2025-02-23,48,46181.11,Active,Low
L005730,C10039,Home,178000.0,6.78,2024-07-23,12,154988.49,Overdue,Medium
L005731,C03050,Personal,133500.0,10.95,2023-05-24,84,24381.54,Overdue,Low
L005732,C13554,Personal,53100.0,16.24,2024-12-03,24,35283.44,Active,Medium
L005733,C03789,Personal,641700.0,11.86,2024-12-09,240,311577.74,Active,Medium
L005734,C05896,Personal,197000.0,16.27,2024-01-12,240,129122.85,Overdue,Low
L005735,C04605,Personal,218900.0,12.25,2025-10-31,60,190237.52,Active,Low
L005736,C11877,Education,192600.0,14.65,2025-11-05,60,114423.02,Closed,Low
L005737,C12354,Home,154900.0,11.62,2025-03-31,48,102048.9,Active,Low
L005738,C12129,Home,162400.0,6.75,2023-09-21,120,135687.3,Defaulted,Low
L005739,C04188,Education,148900.0,9.07,2022-08-21,12,36614.74,Active,High
L005740,C01676,Home,306700.0,9.42,2023-07-16,36,277757.91,Active,Medium
L005741,C01489,Home,86400.0,6.89,2022-09-13,12,78486.42,Active,Medium
L005742,C07782,Personal,51600.0,13.2,2024-11-06,60,8424.52,Active,Medium
L005743,C13175,Personal,99000.0,13.69,2024-12-11,36,26135.38,Active,Medium
L005744,C14590,Personal,211600.0,10.66,2023-05-31,48,130577.18,Active,Medium
L005745,C09963,Home,50000.0,9.84,2024-02-21,24,13470.55,Active,Medium
L005746,C05643,Business,336300.0,8.0,2023-05-10,120,252173.31,Active,High
L005747,C06585,Auto,100100.0,11.02,2022-11-01,36,7044.82,Active,Medium
L005748,C05938,Auto,259700.0,12.67,2022-10-29,60,100412.62,Closed,High
L005749,C08148,Home,297900.0,10.26,2022-02-19,36,33193.18,Active,Low
L005750,C03807,Home,393000.0,7.55,2023-12-25,120,208051.71,Active,Low
L005751,C13719,Business,800800.0,16.05,2024-12-14,24,359676.12,Active,Medium
L005752,C03601,Personal,77100.0,8.7,2022-08-06,36,13885.6,Active,Low
L005753,C08359,Auto,150500.0,9.84,2022-09-30,180,76349.1,Active,Medium
L005754,C06556,Home,72700.0,15.81,2024-04-02,36,54385.49,Active,Medium
L005755,C06336,Personal,178700.0,15.4,2024-01-24,12,100455.84,Active,Low
L005756,C09739,Home,283200.0,14.69,2022-09-22,12,137377.37,Active,High
L005757,C06090,Auto,191400.0,15.94,2025-10-02,36,92217.51,Overdue,Low
L005758,C07027,Personal,668600.0,7.79,2023-04-17,36,67454.35,Active,Low
L005759,C02251,Home,63100.0,11.91,2023-08-25,60,13146.97,Overdue,Low
L005760,C10098,Auto,135500.0,13.93,2024-07-01,60,74244.74,Overdue,Low
L005761,C00947,Home,72800.0,13.75,2023-05-05,36,41668.79,Overdue,High
L005762,C11574,Business,211900.0,6.54,2023-09-03,84,20526.98,Active,Low
L005763,C12929,Education,119500.0,13.99,2025-05-19,36,25008.17,Active,Low
L005764,C07568,Home,200500.0,8.93,2022-07-04,12,136496.28,Active,High
L005765,C06678,Personal,108400.0,11.43,2025-04-18,12,91847.53,Active,Low
L005766,C00183,Home,176000.0,9.7,2024-05-28,12,53788.25,Active,Low
L005767,C11482,Home,170000.0,11.65,2022-06-22,120,21519.24,Active,High
L005768,C08220,Personal,50000.0,8.66,2022-10-18,240,44189.94,Active,Low
L005769,C14812,Personal,50000.0,12.43,2025-04-06,60,5244.27,Active,High
L005770,C06718,Business,93900.0,14.35,2025-12-05,84,29552.08,Closed,Medium
L005771,C13112,Education,130400.0,11.92,2022-09-20,60,57757.31,Active,Low
L005772,C11595,Home,453900.0,15.93,2025-02-09,120,125439.04,Closed,Medium
L005773,C02579,Business,78900.0,12.44,2025-09-06,240,24102.97,Active,Low
L005774,C05566,Personal,263800.0,9.02,2023-10-30,36,151840.64,Closed,Medium
L005775,C12987,Personal,50000.0,16.31,2023-02-12,180,26693.36,Active,Medium
L005776,C12717,Home,154100.0,7.09,2022-12-30,180,128111.92,Active,Low
L005777,C06555,Home,174400.0,16.11,2023-10-30,48,121076.79,Active,Medium
L005778,C01179,Business,188300.0,9.19,2022-03-09,120,26277.36,Active,Medium
L005779,C01753,Personal,116600.0,10.49,2023-11-25,36,58403.25,Active,Low
L005780,C04251,Personal,63100.0,6.53,2022-12-30,60,54328.91,Active,Low
L005781,C07695,Business,518900.0,12.39,2023-12-17,180,78516.22,Active,Medium
L005782,C01490,Auto,536100.0,14.83,2023-08-08,12,59332.99,Defaulted,Low
L005783,C01465,Home,175300.0,13.45,2023-06-02,12,138103.77,Active,Low
L005784,C00050,Home,289100.0,7.5,2024-02-19,180,148265.36,Active,Medium
L005785,C00668,Auto,269600.0,14.6,2022-07-13,12,221740.3,Closed,Low
L005786,C14153,Education,216800.0,7.49,2025-12-07,12,60276.69,Active,Low
L005787,C05100,Personal,498700.0,9.04,2025-06-16,48,334263.17,Closed,Low
L005788,C13583,Home,75800.0,7.98,2025-06-06,12,58997.4,Active,Medium
L005789,C04433,Auto,855100.0,12.55,2024-03-12,84,113439.57,Active,Low
L005790,C11691,Auto,82500.0,16.11,2023-11-02,36,42538.99,Active,Low
L005791,C07253,Business,122300.0,12.55,2024-06-24,12,86283.51,Defaulted,Low
L005792,C03730,Personal,305000.0,16.48,2022-04-22,60,64772.72,Active,Low
L005793,C11777,Business,186900.0,13.46,2024-04-22,120,86374.67,Active,Low
L005794,C04617,Education,132700.0,12.72,2023-11-19,180,52629.23,Active,Low
L005795,C14580,Personal,192300.0,9.83,2025-02-25,12,77360.88,Active,Low
L005796,C12907,Home,687700.0,8.0,2023-04-20,36,126586.28,Closed,Low
L005797,C06258,Education,107000.0,11.69,2022-05-09,120,15460.5,Active,Low
L005798,C01892,Business,276600.0,9.62,2025-11-08,84,110411.84,Active,Low
L005799,C05799,Business,249900.0,12.51,2024-11-12,180,222628.47,Active,Low
L005800,C10132,Business,262000.0,11.55,2025-07-12,12,61555.59,Active,Low
L005801,C14854,Auto,87700.0,6.99,2024-09-08,84,49172.81,Active,Medium
L005802,C14817,Business,108500.0,10.71,2024-08-20,24,63025.14,Active,Medium
L005803,C05445,Personal,81900.0,7.83,2022-06-14,120,11388.28,Overdue,Medium
L005804,C03852,Home,147200.0,10.64,2023-09-14,12,9542.99,Active,Low
L005805,C10080,Education,130000.0,10.98,2024-12-27,84,95893.64,Active,Low
L005806,C10396,Auto,239900.0,9.68,2023-04-26,240,94704.88,Active,Medium
L005807,C14926,Home,230100.0,9.66,2024-05-11,12,162359.72,Active,Medium
L005808,C13355,Personal,142200.0,13.4,2022-09-21,60,94273.48,Active,High
L005809,C10143,Auto,137200.0,8.81,2024-02-04,180,42565.41,Closed,Medium
L005810,C11851,Auto,321400.0,10.86,2025-11-09,60,285387.94,Active,Medium
L005811,C05629,Business,102200.0,7.94,2022-12-28,240,29767.29,Active,Medium
L005812,C00582,Education,83200.0,7.12,2025-04-17,24,14167.91,Active,Low
L005813,C00699,Education,71900.0,13.85,2022-07-06,36,53756.18,Active,Low
L005814,C04608,Home,158600.0,15.49,2024-07-16,84,127721.88,Overdue,Medium
L005815,C11711,Home,99600.0,7.34,2025-09-18,36,8614.05,Active,Medium
L005816,C09725,Personal,322600.0,12.46,2025-12-08,12,113101.52,Closed,Low
L005817,C09806,Auto,60300.0,9.83,2024-04-28,120,47919.82,Active,Medium
L005818,C02226,Personal,162300.0,7.54,2024-07-18,60,48327.07,Overdue,Low
L005819,C02728,Business,268800.0,14.07,2025-09-25,120,167517.48,Active,High
L005820,C13959,Education,165600.0,14.94,2025-11-18,180,146087.19,Active,Medium
L005821,C02724,Auto,395000.0,14.17,2022-07-11,12,190866.48,Active,Low
L005822,C05988,Personal,52800.0,10.46,2022-04-13,24,10758.89,Active,Medium
L005823,C12646,Business,160400.0,13.24,2022-12-22,84,146530.52,Active,Low
L005824,C05815,Business,274900.0,10.18,2023-08-17,48,96017.77,Closed,Medium
L005825,C14414,Personal,96200.0,16.09,2025-03-26,84,61735.52,Closed,Medium
L005826,C03498,Auto,373400.0,9.22,2024-08-25,60,77495.36,Active,Medium
L005827,C08926,Business,382600.0,10.09,2024-02-12,60,21323.31,Closed,Low
L005828,C07725,Personal,265200.0,6.92,2024-05-24,84,27237.89,Overdue,Low
L005829,C12972,Business,134900.0,12.28,2024-08-06,12,83543.43,Active,Medium
L005830,C01067,Business,355000.0,10.2,2025-08-09,12,321898.68,Active,Low
L005831,C05533,Home,199500.0,14.58,2024-01-22,240,123190.6,Overdue,Low
L005832,C05687,Home,50000.0,13.43,2025-03-05,60,39371.87,Active,Low
L005833,C07171,Personal,1499600.0,13.41,2024-03-23,120,511999.51,Active,Medium
L005834,C12492,Home,215200.0,13.29,2022-07-15,12,84812.54,Active,Low
L005835,C04261,Home,109600.0,11.55,2023-05-05,84,10393.49,Overdue,Low
L005836,C06117,Home,273400.0,9.24,2022-05-14,240,198282.08,Closed,Low
L005837,C04132,Education,50000.0,9.22,2023-02-05,180,13518.46,Active,High
L005838,C03489,Home,103800.0,7.78,2023-08-07,180,39860.46,Closed,Low
L005839,C08086,Business,137900.0,11.08,2022-03-06,36,29390.58,Active,Medium
L005840,C14509,Home,101800.0,14.02,2025-07-18,12,73115.36,Active,Low
L005841,C00551,Home,206300.0,8.89,2023-02-10,12,61027.19,Overdue,Low
L005842,C08015,Auto,232500.0,9.93,2024-07-28,120,146602.8,Closed,Low
L005843,C07533,Personal,100600.0,15.4,2022-12-25,180,59889.59,Active,Low
L005844,C06170,Auto,310000.0,11.74,2025-11-10,36,170508.7,Active,Medium
L005845,C00398,Education,265900.0,14.5,2025-03-07,120,138455.85,Closed,Medium
L005846,C06177,Home,91300.0,13.63,2022-12-03,240,59837.52,Active,Medium
L005847,C03042,Auto,89900.0,12.51,2024-10-04,84,46399.22,Active,Low
L005848,C11984,Auto,95500.0,6.87,2025-12-25,240,46320.44,Active,Low
L005849,C07108,Personal,66500.0,15.5,2024-10-24,180,52571.9,Active,Low
L005850,C03904,Home,348300.0,15.03,2023-09-23,120,150057.46,Active,Low
L005851,C06581,Home,111800.0,15.52,2023-02-06,84,41978.62,Overdue,Low
L005852,C14752,Home,730600.0,10.52,2024-11-29,48,211527.0,Closed,High
L005853,C09726,Business,81200.0,13.84,2025-12-31,84,44231.14,Active,Low
L005854,C01917,Personal,190600.0,15.51,2023-05-24,240,107565.35,Active,Medium
L005855,C12385,Personal,106300.0,14.32,2023-05-18,180,7282.56,Active,Low
L005856,C06721,Home,284700.0,14.12,2022-01-27,60,135503.21,Active,Low
L005857,C10143,Home,50000.0,15.33,2022-04-26,120,13138.87,Active,Medium
L005858,C05475,Auto,151300.0,10.29,2025-07-22,60,64673.1,Active,Low
L005859,C07329,Home,70300.0,7.66,2025-07-22,48,37932.14,Active,Low
L005860,C03718,Personal,276200.0,10.53,2022-06-22,84,179778.32,Active,High
L005861,C03822,Home,125700.0,11.0,2023-08-04,180,46113.95,Closed,Low
L005862,C05850,Auto,193800.0,7.48,2024-10-29,24,183344.15,Overdue,Low
L005863,C05759,Personal,417100.0,8.19,2025-05-06,12,242798.42,Active,Medium
